,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date,total_injuries
63162,20090204X22909,Accident,WPR09LA108,2009-02-04,"Mojave, CA",United States,035331N,0011892W,MHV,Mojave,Non-Fatal,Substantial,Airplane,N834TP,douglas,DC-3/65AR,No,2.0,Turbo Prop,091,,Instructional,National Test Pilot School,0.0,0.0,0.0,2.0,VMC,Unknown,The student pilot failed to follow the checklist and set the takeoff trim properly prior to takeoff resulting in a loss of directional control. Contributing to the accident were the certified flight instructor's inadequate supervision and delayed remedial action.,25-09-2020,0.0
63166,20090521X71653,Accident,CEN09WA309,2009-02-05,"Ciudad Victoria, Mexico",Mexico,023428N,0985714W,MMCV,Aeropuerto Pedro J. Mendez,Non-Fatal,Substantial,Airplane,XB-RYT,learjet,35,No,2.0,Turbo Fan,UNK,,,Rajet Aeroservices,0.0,0.0,0.0,2.0,VMC,Unknown,,03-11-2020,0.0
63177,20090217X95726,Accident,ERA09WA166,2009-02-07,"Coari, Brazil",Brazil,031520S,0604011W,SWKO,"Coari, Amazonas",Fatal,Destroyed,Airplane,PR-SAE,embraer,EMB110,No,2.0,Turbo Prop,NUSC,NSCH,,Manaus Aerotaxi,24.0,4.0,0.0,0.0,,Unknown,,03-11-2020,28.0
63188,20090213X13613,Accident,DCA09MA027,2009-02-13,"Clarence Center, NY",United States,043040N,0078385W,BUF,Buffalo-Niagara International,Fatal,Destroyed,Airplane,N200WQ,bombardier,DHC-8-402,No,2.0,Turbo Prop,121,SCHD,,COLGAN AIR INC,49.0,0.0,0.0,0.0,VMC,Unknown,"The captains inappropriate response to the activation of the stick shaker, which led to an aerodynamic stall from which the airplane did not recover. Contributing to the accident were (1) the flight crew's failure to monitor airspeed in relation to the rising position of the low-speed cue, (2) the flight crew failure to adhere to sterile cockpit procedures, (3) the captains failure to effectively manage the flight, and (4) Colgan Airs inadequate procedures for airspeed selection and management during approaches in icing conditions.",30-04-2021,49.0
63189,20090214X61509,Accident,ANC09LA019,2009-02-14,"Kotzebue, AK",United States,066535N,1623555W,PAQT,Kotzebue,Non-Fatal,Substantial,Airplane,N440RA,construcciones,C-212-CC,No,2.0,Turbo Prop,135,NSCH,,ARCTIC TRANSPORTATION SERVICES INC,0.0,0.0,0.0,2.0,IMC,Unknown,The flight crew's decision to continue flight into adverse weather. Contributing to the accident was blowing snow which limited their visibility during final approach to land.,25-09-2020,0.0
63194,20090216X03720,Accident,ANC09CA020,2009-02-16,"Soldotna, AK",United States,602830N,0151217W,PASX,Soldotna,Non-Fatal,Substantial,Airplane,N418SP,beech,65-A90-1,No,2.0,Turbo Prop,091,,Personal,MISSIONARY AVIATION REPAIR CENTER,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's misidentification of the runway surface during landing. Contributing to the accident were the snow-covered terrain, and low-light conditions.",25-09-2020,0.0
63215,20090223X03403,Incident,WPR09IA123,2009-02-21,"Salt Lake City, UT",United States,404718N,1115839W,SLC,Salt Lake City Int. Airport,Non-Fatal,Minor,Airplane,N270YV,embraer,EMB-120ER,No,2.0,Turbo Prop,121,SCHD,,SKYWEST AIRLINES INC,0.0,0.0,0.0,4.0,VMC,Unknown,The flight crew's failure to maintain clearance from the stationary vehicle while taxiing.,25-09-2020,0.0
63223,20090223X12126,Accident,CEN09LA173,2009-02-23,"Pueblo, CO",United States,381721N,1042947W,PUB,Pueblo Memorial,Non-Fatal,Substantial,Airplane,N171AF,piper,PA-31T,No,2.0,Turbo Prop,091,,Positioning,Aero Oro LLC,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's improper flare and recovery from a bounced landing.,25-09-2020,0.0
63227,20090225X40933,Accident,CEN09CA175,2009-02-24,"Kansas City, MO",United States,039723N,0943533W,MKC,Kansas City - Downtown,Non-Fatal,Substantial,Airplane,N465NW,gates,35A,No,2.0,Turbo Fan,135,NSCH,,BANKAIR INC,0.0,0.0,0.0,2.0,VMC,Unknown,The copilot's failure to maintain control of the airplane during the go-around.  Contributing to the accident was the flight crew's delayed decision to perform a go-around.,25-09-2020,0.0
63286,20090309X54240,Accident,ERA09CA190,2009-03-09,"Belmar, NJ",United States,401113N,0074729W,BLM,Monmouth Executive Airport,Non-Fatal,Substantial,Airplane,N28DA,piper,PA-42,No,2.0,Turbo Prop,091,,Positioning,HORTMONT AVIATION SERVICES INC,0.0,0.0,0.0,2.0,IMC,Unknown,"The pilot's improper flare, which resulted in a hard landing.",25-09-2020,0.0
63313,20090318X54258,Accident,WPR09LA151,2009-03-17,"Casper, WY",United States,425428N,1062751W,CPR,Natrona County Int Airport,Non-Fatal,Substantial,Airplane,C-GCIL,gates,Learjet 55,No,2.0,Turbo Fan,091,,Executive/corporate,Sunwest Aviation Ltd.,0.0,0.0,0.0,4.0,VMC,Unknown,The flight crew's failure to follow the manufacturers aircraft flight manual emergency procedures following a rejected takeoff that required a high energy stop inspection. Contributing to the accident was the flight's exceedence of the aircraft's maximum brake energy weight.,25-09-2020,0.0
63345,20090325X03924,Accident,WPR09FA165,2009-03-23,"Henderson, NV",United States,355820N,0115813W,HND,Henderson Executive Airport,Non-Fatal,Substantial,Airplane,N257NA,beech,200,No,2.0,Turbo Prop,135,NSCH,,Southern Nevada Jet Charter,0.0,0.0,0.0,4.0,VMC,Unknown,The pilot's failure to monitor and maintain clearance from an obstacle during taxi.,25-09-2020,0.0
63363,20090401X82602,Accident,ERA09LA224,2009-03-28,"Atlanta, GA",United States,333826N,0842537W,ATL,Hartsfield Jackson Int. Arpt,Non-Fatal,Minor,Airplane,N941DL,mcdonnell,MD88,No,2.0,Turbo Jet,121,SCHD,,Delta Air Lines Inc,0.0,0.0,1.0,136.0,IMC,Unknown,The flight attendants failure to properly restrain herself after taking her jumpseat.,25-09-2020,1.0
63364,20090330X10504,Accident,WPR09LA171,2009-03-29,"Salt Lake City, UT",United States,404745N,1115742W,KSLC,Salt Lake City International,Non-Fatal,Substantial,Airplane,N44FR,cessna,550,No,2.0,Turbo Fan,091,,Executive/corporate,FRITZI JET LLC,0.0,0.0,0.0,3.0,VMC,Unknown,The uncommanded retraction of the right main landing gear hydraulic actuator strut for undetermined reasons.,25-09-2020,0.0
63427,20090413X62630,Incident,ERA09IA240,2009-04-12,"Fort Myers, FL",United States,263210N,0814519W,RSW,Southwest Florida Int'l,Fatal,Unknown,Airplane,N559DW,beech,B200,No,2.0,Turbo Prop,091,,Personal,WHITE EQUIPMENT LEASING LLC,1.0,0.0,0.0,4.0,VMC,Unknown,The pilots abnormal heart rhythm resulting in incapacitation.,25-09-2020,1.0
63461,20090421X81417,Accident,CEN09LA256,2009-04-18,"McAllen, TX",United States,261020N,0981411W,KMFE,McAllen Miller International,Non-Fatal,Unknown,Airplane,N27722,boeing,737-724,No,2.0,Turbo Jet,121,SCHD,,CONTINENTAL AIRLINES INC,0.0,3.0,1.0,105.0,VMC,Unknown,The injured passenger's failure to comply with the requirement to remain seated with a fastened seatbelt.,25-09-2020,4.0
63472,20090424X50554,Accident,DCA09FA045,2009-04-20,"New York, NY",United States,404457N,0735958W,KJFK,John F. Kennedy International,Non-Fatal,Substantial,Airplane,CN-RNT,boeing,767,No,2.0,Turbo Fan,129,SCHD,,ROYAL AIR MAROC,0.0,0.0,0.0,220.0,VMC,Unknown,"The first officers input of full nose down elevator at touchdown.
Contributing to the accident was the gusty wind conditions.",25-09-2020,0.0
63474,20090422X95319,Accident,WPR09LA211,2009-04-21,"Phoenix, AZ",United States,033263N,0112041W,PHX,Phoenix Sky Harbor Internation,Non-Fatal,Substantial,Airplane,N449YV,de,DHC-8,No,2.0,Turbo Prop,121,SCHD,,Mesa Airlines,0.0,0.0,0.0,17.0,VMC,Unknown,The failure of ramp personnel and the flight crew to maintain clearance from ground equipment while taxiing. Contributing to the accident was the improper positioning of the ground equipment.,25-09-2020,0.0
63539,20090505X04553,Accident,DCA09FA047,2009-05-04,"Denver, CO",United States,039450N,1045957W,KDEN,Denver International,Non-Fatal,Substantial,Airplane,N311US,airbus,A320,No,2.0,Turbo Fan,121,SCHD,,NORTHWEST AIRLINES INC,0.0,4.0,0.0,150.0,VMC,Unknown,"The first officers excessive pitch-up of the airplane while landing with a tailwind, which resulted in a tailstrike following a bounced landing. Contributing to the bounced landing were a high descent rate and excessive thrust resulting from the first officers delay in retarding the thrust levers to idle, thereby providing residual thrust and preventing spoiler deployment.",25-09-2020,4.0
63542,20090507X35030,Accident,CEN09LA281,2009-05-05,"Stillwater, OK",United States,036440N,0096500W,,,Non-Fatal,Substantial,Airplane,N740JB,cessna,551,No,2.0,Turbo Jet,091,,Personal,BALLARD AVIATION INC,0.0,0.0,0.0,2.0,IMC,Unknown,The pilot's loss of control for undetermined reasons.,25-09-2020,0.0
63584,20090513X31333,Incident,CEN09IA294,2009-05-13,"Houston, TX",United States,293826N,0951626W,HOU,William P. Hobby Airport,Non-Fatal,Minor,Airplane,N371SW,boeing,737,No,2.0,Turbo Fan,121,SCHD,,SOUTHWEST AIRLINES CO,0.0,2.0,0.0,51.0,VMC,Unknown,"The pilot's inadvertent application of excessive braking after touchdown, which caused the right wheels to lock and several tires to blow and resulted in a subsequent brake fire.",25-09-2020,2.0
63608,20090724X12005,Accident,ERA09LA418,2009-05-16,"Cuba, Cuba",Cuba,002370N,0081140W,,,Non-Fatal,Unknown,Airplane,N657DL,boeing,757,No,2.0,Turbo Fan,121,SCHD,,"Delta Air Lines, Inc.",0.0,4.0,1.0,184.0,IMC,Unknown,An unanticipated inflight encounter with turbulence.,25-09-2020,5.0
63625,20090527X25328,Accident,DCA09CA051,2009-05-20,"San Juan, PR",United States,018289N,0006662W,,,Non-Fatal,Unknown,Airplane,N129DL,boeing,767 332,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines,0.0,4.0,1.0,263.0,VMC,Unknown,Inadvertent encounter with convective turbulence while in cruise.,25-09-2020,5.0
63639,20090624X02042,Incident,DCA09IA055,2009-05-22,"Los Cayes, Haiti",Haiti,,,,Los Cayes,Non-Fatal,Unknown,Airplane,PT-MVB,airbus,A330,No,2.0,Turbo Fan,129,SCHD,,TAM,0.0,0.0,0.0,176.0,VMC,Unknown,"The final report for this incident was combined with and can be found under NTSB Investigation number, DCA09IA064.",25-09-2020,0.0
63655,20090525X51624,Accident,ERA09FA304,2009-05-25,"Yeehaw Junction, FL",United States,274543N,0805911W,,,Non-Fatal,Substantial,Airplane,N8001V,beech,C90A,No,2.0,Turbo Prop,135,NSCH,,EXECUTIVE AIRLINK INC,0.0,0.0,0.0,4.0,VMC,Unknown,"The failure of the flightcrew to recognize that both engines were being supplied fuel only from the right wing fuel tanks resulting in loss of power in both engine due to fuel starvation. Contributing to the accident were the inoperative the left auxiliary fuel pump, the inoperative right no fuel transfer time delay relay, and inadequate manufacturing of the electrical wires associated with the left and right no fuel transfer time delay relays.",25-09-2020,0.0
63669,20090601X10341,Incident,OPS09IA005,2009-05-29,"Charlotte, NC",United States,351250N,0805635W,CLT,Charlotte/Douglas Internationa,,Unknown,Airplane,N257PS,bombardier,CL-600-2B1,No,2.0,Turbo Fan,135,SCHD,,,0.0,0.0,0.0,0.0,VMC,Unknown,The Charlotte local control east controller's failure to ensure that the runway was clear prior to authorizing N409DR to enter the runway.,25-09-2020,0.0
63704,20090612X13814,Incident,OPS09IA007,2009-06-03,"Cleveland, OH",United States,412924N,0814011W,CLE,Cleveland Hopkins Intl Airport,Non-Fatal,Unknown,Airplane,N16963,embraer,EMB-145LR,No,2.0,Turbo Fan,135,SCHD,,,0.0,0.0,0.0,163.0,VMC,Unknown,"The ground controller did not issue taxi instructions in accordance with FAA Order 7110.65, paragraph 3-7-2.  The local controller did not scan the runways prior to issuing a taxi into position and hold instruction to SWA1080 as required by FAA Order 7110.65 paragraph 3-1-12.  The local controller did not cancel takeoff clearance for BTA2941 as required by FAA Order 7110.65, paragraph 3-9-10.",25-09-2020,0.0
63708,20090707X53355,Accident,CEN09CA418,2009-06-05,"Sellersburg, IN",United States,038215N,0085442W,JVY,Clark Regional,Non-Fatal,Substantial,Airplane,N73HH,cessna,550,No,2.0,Turbo Fan,091,,Executive/corporate,M & L AIRWAYS INC,0.0,0.0,0.0,3.0,VMC,Unknown,An in-flight collision with a large bird during the airplane's initial climb.,25-09-2020,0.0
63742,20090610X65600,Incident,ENG09IA007,2009-06-10,"Denver, CO",United States,394459N,0010503W,KDEN,Denver International Airport,Non-Fatal,Minor,Airplane,N570UA,boeing,757-222,No,2.0,Turbo Jet,121,SCHD,,UNITED AIR LINES INC,0.0,0.0,0.0,192.0,,Unknown,"There was a malfunction of the electronic engine control (EEC) burner pressure (Pb) sensor that had an abnormally high indication that resulted in an excessive amount of fuel being pumped into the engine that was still at a sub-idle condition.  Because the engine was still accelerating to idle, the limited airflow through the engine engine was insufficient for the amount of fuel and resulted in a tailpipe fire.  The cause of the EEC's Pb sensor fault could not be determined.",25-09-2020,0.0
63746,20090611X13753,Incident,ERA09IA338,2009-06-11,"Atlanta, GA",United States,333812N,0842541W,ATL,Hartsfield Jackson ATL Inter.,Non-Fatal,Minor,Airplane,N857AS,bombardier,CL-600-2B1,No,2.0,Turbo Fan,121,SCHD,,Atlantic Southeast Airlines,0.0,0.0,0.0,22.0,VMC,Unknown,The failure of the left main landing gear to extend due to high levels of particulate contamination in the hydraulic fluid.,25-09-2020,0.0
63766,20090614X25335,Accident,ERA09LA344,2009-06-13,"Orange, VA",United States,381450N,0078244W,OMH,Orange Country Airport,Non-Fatal,Unknown,Airplane,N204EH,dehavilland,DHC-6 TWIN,No,2.0,Turbo Prop,091,,Skydiving,SKYDIVE FACTORY INC,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's improper decision to perform a low-level maneuver over a populated skydive landing area and his inadequate visual lookout.,25-09-2020,0.0
63780,20090826X84257,Incident,ENG09IA011,2009-06-14,"Diyarbakir, OF",Turkey,375333N,0401159E,LTCC,Diyarbakir Airport,Non-Fatal,Unknown,Airplane,TC-TLA,boeing,737,No,2.0,Turbo Fan,NUSC,SCHD,,Tailwinds Airlines,0.0,2.0,0.0,0.0,VMC,Unknown,"An uncommanded elevator surface deflection as a result of a left elevator PCU input arm assembly jam due to FOD lodged between the input arm assembly and the PCU housing. The FOD was a roller element from an elevator upper torque tube output crank bearing, but how or when the roller element liberated from its bearing assembly could not be determined.

Contributing to the survivability of this incident was the flight crews immediate actions in response to the elevator control system jam.",30-04-2021,2.0
63786,20090625X71751,Accident,CEN09LA388,2009-06-15,"Rapid City, SD",United States,044243N,0103327W,,,Non-Fatal,Unknown,Airplane,N4490M,beech,B100,No,2.0,Turbo Prop,135,NSCH,,Air Methods Corporation,0.0,4.0,1.0,0.0,VMC,Unknown,The flight crewmembers failure to secure the patient using the available over-the-shoulder restraints and the encounter with clear-air turbulence during cruise descent.,25-09-2020,5.0
63794,20090618X45204,Accident,WPR09CA294,2009-06-17,"Arlington, WA",United States,048939N,0122932W,KAWO,Arlington,Non-Fatal,Substantial,Airplane,N707XA,dornier,ALPHA-JET,No,2.0,Turbo Fan,091,,Positioning,,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to lower the landing gear prior to landing. Contributing to the accident were the distractions created by the pilot incorrectly setting a radio frequency and by his fixation on an airplane that was on the runway during his approach.,25-09-2020,0.0
63836,20090706X72654,Incident,DCA09IA064,2009-06-23,"Kagoshima, Japan",Japan,,,,Kagoshima,Non-Fatal,Unknown,Airplane,N805NW,airbus,A330-323,No,2.0,Turbo Fan,NUSC,SCHD,,NORTHWEST AIRLINES INC,0.0,0.0,0.0,217.0,IMC,Unknown,"Brief and temporary blockage of the pitot probes in cruise flight, most likely due to ice crystals aloft, leading to erroneous airspeed indications and airplane automation degradation as designed. 

Contributing to the incidents were design features of the Thales AA probes which left them more susceptible to high altitude ice crystal icing than other approved pitot probe designs.",25-09-2020,0.0
63852,20090625X74714,Accident,CEN09LA389,2009-06-25,"St. Louis, MO",United States,384336N,0903030W,1H0,Creve Coeur Airport,Non-Fatal,Substantial,Airplane,N701PT,piper,PA-31T1,No,2.0,Turbo Prop,091,,Positioning,"Natoli Engineering Company, Inc.",0.0,0.0,0.0,2.0,VMC,Unknown,The pilots failure to establish and maintain a stabilized final approach which resulted in a hard landing and runway overrun.,25-09-2020,0.0
63862,20090806X31035,Incident,OPS09IA009,2009-06-26,"Cleveland, OH",United States,412924N,0814010W,CLE,Cleveland/Hopkins Int'l Airpor,Non-Fatal,Unknown,Airplane,N375PH,bombardier,DHC-8-202,No,2.0,Turbo Prop,121,SCHD,,CONTINENTAL AIRLINES INC,0.0,0.0,0.0,66.0,VMC,Unknown,"The local controller did not visually scan the runways and ensure that the E145 had crossed runway 24L prior to issuing a takeoff clearance to the DH8, did not ensure separation between the two airplanes, and did not cancel takeoff clearance for the DH8 in a timely manner.",25-09-2020,0.0
63903,20090707X15408,Accident,CEN09LA415,2009-07-03,"Albuquerque, NM",United States,035225N,1063633W,KABQ,Albuquerque International,Non-Fatal,Substantial,Airplane,N988AE,cessna,441,No,2.0,Turbo Prop,091,,Positioning,AIR EVAC SERVICES INC,0.0,0.0,0.0,3.0,,Unknown,A malfunction of the landing gear selector switch and a loose fitting on the emergency extension system which rendered the landing gear system inoperable.,25-09-2020,0.0
63954,20090712X94532,Accident,ERA09LA396,2009-07-10,"Fort Myers, FL",United States,263210N,0814519W,RSW,Southwest Florida Internationa,Non-Fatal,Unknown,Airplane,N606JB,airbus,A320-232,No,2.0,Turbo Fan,121,SCHD,,JETBLUE AIRWAYS CORP,0.0,2.0,2.0,149.0,VMC,Unknown,An inadvertent in-flight encounter with turbulence during approach. Contributing to the accident was the passengers' failure to follow the instructions of the illuminated seatbelt sign.,25-09-2020,4.0
63968,20090724X34459,Accident,CEN09LA461,2009-07-11,"Indianapolis, IN",United States,395443N,0008643W,IND,Indianapolis International,Non-Fatal,Unknown,Airplane,N120HQ,embraer-empresa,ERJ 170-20,No,2.0,Turbo Fan,121,SCHD,,REPUBLIC AIRLINE INC,0.0,0.0,1.0,83.0,IMC,Unknown,"The passenger's failure to comply with crewmember instructions to remain seated while the airplane was in turbulent weather conditions, resulting in an injury to the passenger.",25-09-2020,1.0
64002,20090730X12915,Incident,ENG09IA009,2009-07-15,"Charlotte (CLT), NC",United States,351349N,0805436W,CLT,Douglas International,Non-Fatal,Minor,Airplane,N506AU,boeing,737-3B7,No,2.0,Turbo Fan,121,SCHD,,US AIRWAYS INC,0.0,0.0,0.0,0.0,,Unknown,The failure of the left hand main landing gear was caused by heat induced cracks resulting from abusive grinding/polishing of the chrome plate that was applied during the last overhaul.,25-09-2020,0.0
64047,20090728X63439,Accident,CEN09CA470,2009-07-23,"Bismarck, ND",United States,464622N,1004445W,BIS,Bismarck Municipal Airport,Non-Fatal,Substantial,Airplane,N405DD,raytheon,C90A,No,2.0,Turbo Prop,091,,Executive/corporate,UND Aerospace Foundation,0.0,0.0,0.0,3.0,VMC,Unknown,The cabin entry door inadvertently opening during initial climb.,25-09-2020,0.0
64076,20090728X71721,Accident,DCA09FA068,2009-07-27,"Norfolk, VA",United States,365340N,0076124W,,,Non-Fatal,Unknown,Airplane,N135HQ,embraer,EMB170,No,2.0,Turbo Fan,121,SCHD,,"Republic Airlines Inc.,",0.0,1.0,1.0,85.0,VMC,Unknown,an inadvertent encounter with convective turbulence that resulted in serious injuries to a flight attendant.,25-09-2020,2.0
64101,20090731X35715,Incident,CEN09IA481,2009-07-31,"Sugar Land, TX",United States,293720N,0953923W,SGR,Sugar Land Municipal AIrport,Non-Fatal,Minor,Airplane,N679SJ,raytheon,BE-400A,No,2.0,Turbo Fan,091,,Personal,COMTRAN INTERNATIONAL INC,0.0,0.0,0.0,8.0,VMC,Unknown,The failure of the spinner following an unavoidable bird strike. Contributing to the incident were the inadequate engine bird strike certification requirements in place at the time the engine was certified.,25-09-2020,0.0
64109,20090925X65328,Incident,CEN09IA606,2009-07-31,"Traverse City, MI",United States,444430N,0853457W,,,Non-Fatal,Unknown,Airplane,N452XJ,saab,340B,No,2.0,Turbo Prop,121,SCHD,,"Mesaba Aviation, Inc.",0.0,0.0,0.0,33.0,VMC,Unknown,The flight attendant's incapacitation due to an anxiety attack.,25-09-2020,0.0
64113,20090803X05217,Accident,ERA09LA435,2009-08-01,"West Point, VA",United States,373117N,0764546W,,,Fatal,Substantial,Airplane,N1999G,beech,B90,No,2.0,Turbo Prop,091,,Skydiving,"Rampart Aviation, Inc.",1.0,0.0,0.0,6.0,VMC,Unknown,The inadvertent deployment of the instructor's reserve parachute.,25-09-2020,1.0
64132,20090810X21314,Incident,DCA09IA071,2009-08-03,"Bavaro, Las Americas",Dominican Republic,194413N,0683315W,,,Non-Fatal,Unknown,Airplane,N76156,boeing,767-224,No,2.0,Turbo Jet,121,SCHD,,CONTINENTAL AIRLINES INC,0.0,33.0,0.0,146.0,VMC,Unknown,"The flight crew's inadvertent flight through the top of a convective updraft that resulted in an encounter with convective induced turbulence. Contributing to the severity of the incident was the unrestrained status of several passengers, contrary to the lighted seat belt sign.",25-09-2020,33.0
64136,20090805X42956,Accident,DCA09CA069,2009-08-04,"Louisville, KY",United States,381033N,0854413W,,,Non-Fatal,Minor,Airplane,N8543F,bombardier,CL-600-2B19,No,2.0,Turbo Fan,121,SCHD,,PINNACLE AIRLINES INC,0.0,1.0,1.0,25.0,IMC,Unknown,an inadvertent encounter with convective turbulence.,25-09-2020,2.0
64148,20090910X94141,Incident,ENG09WA015,2009-08-05,"Paris ORLY, France",France,,,LFPO,Paris Orly,,Minor,Airplane,EC-ICQ,airbus,A320,No,2.0,Turbo Fan,NUSC,SCHD,,VUELING AIRLINES,0.0,0.0,0.0,0.0,,Unknown,,03-11-2020,0.0
64149,20090806X21108,Accident,ERA09LA444,2009-08-06,"Fayetteville, NC",United States,345917N,0785229W,,,Non-Fatal,Unknown,Airplane,N328EN,boeing,DHC-8-311,No,2.0,Turbo Prop,121,SCHD,,PIEDMONT AIRLINES INC,0.0,0.0,1.0,32.0,VMC,Unknown,An in-flight encounter with convective clouds resulting in moderate turbulence and serious injury to a flight attendant.,25-09-2020,1.0
64181,20090811X50316,Accident,DCA09WA072,2009-08-10,"Tokyo, Japan",Japan,,,HND,Tokyo International Airport,Non-Fatal,Substantial,Airplane,JA56AN,boeing,737,No,2.0,Turbo Fan,NUSC,SCHD,,"Air Nippon Co., Ltd",0.0,0.0,0.0,153.0,,Unknown,,03-11-2020,0.0
64202,20090817X04219,Accident,CEN09WA524,2009-08-14,"Evora, Portugal",Portugal,038320N,0075322W,LPEV,Évora Airport,Fatal,Destroyed,Airplane,F-BTME,beech,99,No,2.0,Turbo Prop,NUSN,,Skydiving,,2.0,0.0,0.0,0.0,VMC,Unknown,Under the jurisdiction and control of the Portuguese government.,03-11-2020,2.0
64222,20090818X64821,Accident,WPR09CA403,2009-08-17,"Wenatchee, WA",United States,047240N,0120130W,,,Non-Fatal,Substantial,Airplane,N90AT,rockwell,690,No,2.0,Turbo Prop,091,,Personal,Jeff Obering,0.0,0.0,0.0,4.0,VMC,Unknown,"The pilots failure to maintain situational awareness, and thus clearance from objects, while operating at low altitude.",25-09-2020,0.0
64242,20090826X11036,Incident,ENG09WA012,2009-08-21,"Launceton, Tasmania, Australia",Australia,,,,,Non-Fatal,Unknown,Airplane,VH-VOC,boeing,737,No,2.0,Turbo Fan,NUSC,SCHD,,Virgin Blue,0.0,0.0,0.0,2.0,,Unknown,,03-11-2020,0.0
64259,20090825X64630,Accident,CEN09LA541,2009-08-23,"Kremmling, CO",United States,040313N,0106228W,20V,McElroy Airfield,Non-Fatal,Unknown,Airplane,N802QS,cessna,CE-560,No,2.0,Turbo Fan,135,NSCH,,NetJets,0.0,0.0,0.0,8.0,VMC,Unknown,The linemans inadvertent encounter with jet blast.,25-09-2020,0.0
64282,20090828X61756,Accident,ERA09LA488,2009-08-27,"Inverness, FL",United States,002900N,0082540W,,,Non-Fatal,Unknown,Airplane,N994AT,boeing,717-200,No,2.0,Turbo Jet,121,SCHD,,Airtran Airways,0.0,0.0,1.0,85.0,IMC,Unknown,"The flight crew's encounter with convective turbulence. Contributing to the accident was the failure of the operator's dispatch department to provide the flightcrew with current adverse weather information along the planned route of flight. Also contributing was the failure of the flightcrew to provide relevant forecast information to the cabin crew, and their failure to detect and avoid the existing convective conditions.",25-09-2020,1.0
64298,20090921X05830,Accident,ERA09LA529,2009-08-29,"Unknown,",United States,,,,Unknown,,Substantial,Airplane,N367PH,bombardier,DHC-8-202,No,2.0,Turbo Prop,121,SCHD,,CHAMPLAIN ENTERPRISES INC,0.0,0.0,0.0,0.0,,Unknown,Undetermined.,25-09-2020,0.0
64324,20090910X53412,Incident,ENG09IA017,2009-09-03,"Nassau, Bahamas",Bahamas,,,MYNN,Lynden Pindling International,Non-Fatal,Minor,Airplane,N258JB,embraer,ERJ 190-100 IGW,No,2.0,Turbo Fan,121,SCHD,,JetBlue Airways,0.0,6.0,0.0,0.0,,Unknown,failure of the engine high pressure turbine active clearance control valve fuel rod supply tube coupling seal due to a cross-threaded B-nut as installed during original manufacture.,25-09-2020,6.0
64365,20090909X82446,Incident,ENG09IA014,2009-09-08,"Los Angeles, CA",United States,335633N,1182426W,KLAX,Los Angeles International,Non-Fatal,Minor,Airplane,N670SW,boeing,737,No,2.0,Turbo Fan,121,SCHD,,"Southwest Airlines, Co.",0.0,0.0,0.0,142.0,VMC,Unknown,The failure of the right main landing gear inboard axle due to fatigue cracking as a result of fretting damage in one of the brake mounting bolt holes.,25-09-2020,0.0
64397,20090916X72942,Accident,WPR09LA451,2009-09-16,"Hayward, CA",United States,373710N,0122637W,HWD,Hayward Executive,Non-Fatal,Substantial,Airplane,N726CB,raytheon,B200,No,2.0,Turbo Prop,091,,Personal,Henry Broadcasting Nevada Inc.,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain directional control after takeoff. Contributing to the accident was the pilot's inadequate preflight and failure to follow the airplane manufacturer's checklist to ensure that the rudder trim control and right propeller control lever were positioned correctly.,25-09-2020,0.0
64405,20091019X30130,Incident,ENG09WA022,2009-09-17,"Copenhagen, Denmark",Denmark,,,CPH,Copenhagen,,Unknown,Airplane,G-EUPL,airbus,A319,No,2.0,Turbo Fan,NUSC,SCHD,,BRITISH AIRWAYS,0.0,0.0,0.0,0.0,,Unknown,,03-11-2020,0.0
64407,20090918X00417,Accident,ANC09LA104,2009-09-18,"Savoonga, AK",United States,063410N,1702920W,SVA,Savoonga Airport,Non-Fatal,Substantial,Airplane,N349TA,casa,212-200,No,2.0,Turbo Prop,135,NSCH,,Bering Air Inc.,0.0,0.0,0.0,2.0,VMC,Unknown,The pilots failure to maintain directional control during the landing roll in a gusting crosswind.,25-09-2020,0.0
64443,20100408X72608,Accident,DCA09WA079,2009-09-24,"Durban, South Africa",South Africa,295717S,0305814E,DUR,Durban International Aiport,Fatal,Substantial,Airplane,ZS-NRM,bae,JETSTREAM 41,No,2.0,Turbo Prop,NUSC,NSCH,Positioning,,1.0,0.0,2.0,0.0,,Unknown,,03-11-2020,3.0
64456,20090928X33626,Accident,ANC09CA109,2009-09-26,"Skwentna, AK",United States,006253N,0152433W,6AK,Rainy Pass Lodge,Non-Fatal,Substantial,Airplane,N754BD,short,SC7 SERIES,No,2.0,Turbo Prop,091,,Other Work Use,ALL WEST FREIGHT INC,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain directional control while landing on a rough, soft, and narrow airstrip.",25-09-2020,0.0
