,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date,total_injuries
60844,20070923X01430,Accident,DFW07LA197,2007-09-12,"FORT STOCKTON, TX",United States,31.363889,-103.019445,,,Non-Fatal,Substantial,Helicopter,N993KC,robinson,R22 BETA,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,1.0,1.0,0.0,VMC,Climb,Probable Cause,24-12-2008,2.0
60858,20071011X01566,Accident,CHI07CA299,2007-09-13,"Minneapolis, MN",United States,44.627778,-93.228056,KLVN,Air Lake Airport,Non-Fatal,Destroyed,Helicopter,N269HB,schweizer,300 CBI,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-10-2007,0.0
60865,20071015X01585,Accident,LAX07CA273,2007-09-14,"OAKLAND, CA",United States,37.704722,-122.220556,OAK,METROPOLITAN OAKLAND INTL,Non-Fatal,Substantial,Helicopter,N132SH,robinson,R22 Beta II,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,31-10-2007,0.0
60899,20071012X01584,Accident,SEA07CA269,2007-09-21,"BEND, OR",United States,44.191666,-120.975,S07,BEND MUNI,Non-Fatal,Substantial,Helicopter,N2341J,robinson,R-22 Beta,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,29-11-2007,2.0
60907,20071127X01854,Accident,NYC07CA236,2007-09-22,"NASHVILLE, TN",United States,36.124445,-86.678056,BNA,Nashville International Airpor,Non-Fatal,Substantial,Helicopter,N3184T,robinson,R44 II,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Standing,Probable Cause,20-12-2007,0.0
60954,20071106X01737,Accident,SEA08CA002,2007-10-02,"LAKE POWELL, UT",United States,37.041111,-111.240555,NONE,Watercraft LZ,Non-Fatal,Substantial,Helicopter,N644BS,robinson,R44 II,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,29-11-2007,2.0
60984,20071017X01599,Incident,DFW08IA002,2007-10-06,"Galveston, TX",United States,29.175278,-91.621945,,,Incident,Minor,Helicopter,N3899C,bell,206L-1,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,"Air Logistics Llc, A Bristow Company (dba: Air Logistics Llc)",0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,09-12-2011,0.0
61006,20071011X01564,Accident,CHI08TA014,2007-10-09,"COLUMBUS, OH",United States,40.068889,-82.0675,OSU,OHIO STATE UNIVERSITY,Non-Fatal,Substantial,Helicopter,N71HP,eurocopter,AS 350 B2 Ecureuil,No,1.0,Turbo Shaft,Part 91: General Aviation,,Public Aircraft - State,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,22-06-2009,0.0
61019,20071210X01923,Accident,DFW08CA010,2007-10-11,"BAY ST LOUIS, MS",United States,30.368334,-89.455,HSA,STENNIS INTL,Non-Fatal,Substantial,Helicopter,N997PT,eurocopter,EC 130,No,1.0,Turbo Shaft,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,20-12-2007,0.0
61034,20071108X01772,Accident,CHI08CA018,2007-10-15,"ST CLOUD, MN",United States,45.553333,-94.073334,STC,St Cloud Muni,Non-Fatal,Substantial,Helicopter,N407LL,bell,407,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,"Air Methods, Inc.",0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,20-12-2007,0.0
61039,20071102X01717,Accident,CHI08CA019,2007-10-17,"WAUTOMA, WI",United States,44.224723,-89.530834,PCZ,Waupaca Muni,Non-Fatal,Substantial,Helicopter,N73223,bell,47G-2A,No,1.0,Reciprocating,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,29-11-2007,0.0
61043,20071115X01799,Accident,CHI08CA021,2007-10-18,"MEDORA, ND",United States,46.9325,-3.318056,,,Non-Fatal,Substantial,Helicopter,N51698,bell,206B-III,No,1.0,Turbo Shaft,Part 91: General Aviation,,Public Aircraft - Federal,,0.0,0.0,2.0,0.0,VMC,Maneuvering,Probable Cause,20-12-2007,2.0
61049,20071108X01773,Accident,CHI08CA023,2007-10-19,"Morrison, MO",United States,38.520278,-91.628611,,,Non-Fatal,Destroyed,Helicopter,N3246H,robinson,R44 Raven II,No,1.0,Turbo Shaft,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,20-12-2007,0.0
61057,20071026X01671,Accident,ANC08LA004,2007-10-20,"PRUDHOE BAY, AK",United States,70.492222,-148.703611,,,Non-Fatal,Substantial,Helicopter,N345TV,bell,206B,No,1.0,Turbo Shaft,Part 91: General Aviation,,Other Work Use,,0.0,1.0,1.0,0.0,VMC,Maneuvering,Probable Cause,05-10-2011,2.0
61063,20071126X01841,Accident,DEN08CA016,2007-10-21,"CLEVELAND, GA",United States,34.591389,-83.763333,,,Non-Fatal,Substantial,Helicopter,N223Z,robinson,R-44 II,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,20-12-2007,0.0
61070,20071120X01822,Accident,LAX08CA016,2007-10-24,"LONG BEACH, CA",United States,33.819445,-118.154722,KLGB,Long Beach,Non-Fatal,Substantial,Helicopter,N7188S,robinson,R22 Beta,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,20-12-2007,0.0
61077,20071127X01859,Accident,LAX08CA018,2007-10-25,"RAMONA, CA",United States,33.041666,-116.966667,RNM,Ramona Airport,Non-Fatal,Substantial,Helicopter,N412KK,bell,206L-1,No,1.0,Turbo Shaft,Part 91: General Aviation,,Aerial Observation,,0.0,0.0,0.0,4.0,VMC,Maneuvering,Probable Cause,20-12-2007,0.0
61096,20071107X01747,Accident,CHI08GA028,2007-10-29,"COLUMBUS, OH",United States,39.940277,-83.005,,,Non-Fatal,Substantial,Helicopter,N556CP,mcdonnell,369E,No,1.0,Turbo Shaft,Part 91: General Aviation,,Public Aircraft - Local,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,19-05-2011,0.0
61098,20071120X01823,Accident,ANC08CA011,2007-10-29,"NIKOLSKI, AK",United States,53.353333,-168.24,,,Non-Fatal,Substantial,Helicopter,N185MH,robinson,R-22,No,1.0,Reciprocating,Part 91: General Aviation,,Other Work Use,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,31-01-2008,0.0
61116,20071203X01891,Accident,SEA08CA019,2007-11-03,"PARMA, ID",United States,43.778889,-116.938611,50S,Parma,Non-Fatal,Substantial,Helicopter,N3189Z,robinson,R22 Beta,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,20-12-2007,0.0
61129,20071119X01805,Accident,NYC08FA026,2007-11-05,"Jamestown, TN",United States,36.425556,-85.057222,,,Fatal(3),Destroyed,Helicopter,N8356C,robinson,R44,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,3.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,14-01-2009,3.0
61137,20071121X01829,Accident,SEA08FA022,2007-11-08,"BAKER CITY, OR",United States,44.859167,-117.806389,,,Fatal(1),Substantial,Helicopter,N381MC,hughes,269C,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,22-01-2009,1.0
61171,20071226X01988,Accident,SEA08CA027,2007-11-15,"MEADVIEW, AZ",United States,36.863056,-114.122223,NONE,Meadview Airstrip,Non-Fatal,Substantial,Helicopter,N810MH,eurocopter,EC 130 B4,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,"Maverick Helicopters, Inc.",0.0,0.0,0.0,7.0,VMC,Standing,Probable Cause,31-01-2008,0.0
61187,20071210X01920,Accident,SEA08CA032,2007-11-20,"RAMONA, CA",United States,33.039166,-116.915,RMN,Ramona Airport,Non-Fatal,Substantial,Helicopter,N463SH,robinson,R22 BETA,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,1.0,0.0,1.0,VMC,Landing,Probable Cause,20-12-2007,1.0
61191,20071203X01890,Accident,SEA08CA037,2007-11-21,"TWIN FALLS, ID",United States,42.481945,-114.471111,TWF,Joslin Field,Non-Fatal,Substantial,Helicopter,N123SD,bell,206A,No,1.0,Turbo Shaft,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,20-12-2007,0.0
61199,20080210X00165,Accident,NYC08LA043,2007-11-24,"SUFFOLK, VA",United States,36.88,-76.214167,,,Non-Fatal,Substantial,Helicopter,N442FA,robinson,R22,No,1.0,Reciprocating,Part 91: General Aviation,NSCH,Personal,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,14-01-2009,0.0
61215,20071205X01904,Accident,DEN08CA035,2007-11-28,"CASPER, WY",United States,42.905,-106.457778,,,Non-Fatal,Substantial,Helicopter,N222LF,bell,222 UT,No,2.0,Turbo Jet,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Standing,Probable Cause,23-12-2010,0.0
61229,20071213X01937,Accident,ANC08FA025,2007-12-03,"WHITTIER, AK",United States,60.809722,-148.555278,,,Fatal(4),Substantial,Helicopter,N141LG,eurocopter,BK117C1,No,2.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,,4.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,27-02-2020,4.0
61230,20071228X02002,Accident,NYC08LA052,2007-12-04,"GAINESVILLE, FL",United States,29.406944,-82.269723,,,Non-Fatal,Substantial,Helicopter,N70035,robinson,R22 BETA,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,06-05-2009,0.0
61232,20071211X01927,Incident,LAX08IA032,2007-12-04,"Fresno, CA",United States,36.732223,-119.820278,FCH,Fresno Chandler Executive,Incident,Unknown,Helicopter,N805EH,robinson,R22 Beta,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,24-12-2008,0.0
61235,20080122X00089,Accident,CHI08CA020,2007-12-05,"HAZELTON, IN",United States,38.508333,-87.608333,0IN1,Snider Field,Non-Fatal,Substantial,Helicopter,N75068,schweizer,269C,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,VMC,Landing,Probable Cause,28-02-2008,1.0
61257,20080109X00033,Accident,NYC08LA060,2007-12-12,"PLANT CITY, FL",United States,28,-82.158611,PCM,Plant City Municipal Airport,Non-Fatal,Substantial,Helicopter,N7188J,robinson,R22 BETA,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,12-05-2009,1.0
61267,20080131X00126,Incident,LAX08IA042,2007-12-14,"Fresno, CA",United States,36.776111,-119.718056,FAT,Fresno Yosemite International,Incident,Unknown,Helicopter,N414HP,eurocopter,AS350 B3,No,1.0,Turbo Shaft,Part 91: General Aviation,,Public Aircraft - State,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,24-12-2008,0.0
61292,20080115X00049,Accident,DEN08CA046,2007-12-21,"PUEBLO, CO",United States,38.288889,-104.484444,KPUB,Pueblo Memorial Airport,Non-Fatal,Substantial,Helicopter,N844SH,robinson,R22 Beta,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-01-2008,0.0
61294,20080117X00070,Accident,SEA08CA055,2007-12-22,"SANTA MARIA, CA",United States,34.898889,-120.4575,SMX,Santa Maria Public,Non-Fatal,Substantial,Helicopter,N66012,brooks,Exec 162F,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,28-02-2008,0.0
61297,20080123X00093,Accident,MIA08CA040,2007-12-22,"ST. AUGUSTINE, FL",United States,29.959167,-81.339722,KSGJ,St. Augustine Airport,Non-Fatal,Substantial,Helicopter,N109SK,agusta,A109,No,2.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,,0.0,0.0,0.0,3.0,IMC,Taxi,Probable Cause,28-02-2008,0.0
61320,20071231X02014,Accident,DFW08FA053,2007-12-29,"Venice, LA",United States,28.958056,-89.258889,,South Pass 38,Fatal(1),Destroyed,Helicopter,N211EL,bell,206L1,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,,1.0,1.0,2.0,0.0,IMC,Approach,Probable Cause,15-07-2009,4.0
61321,20080109X00032,Accident,NYC08FA071,2007-12-30,"CHEROKEE, AL",United States,34.688611,-87.92,,,Fatal(3),Substantial,Helicopter,N109AE,bell,206L-3,No,1.0,Turbo Shaft,Part 91: General Aviation,,Other Work Use,,3.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,15-01-2009,3.0
61339,20080122X00087,Accident,NYC08LA077,2008-01-07,"DeLand, FL",United States,028594N,0811758W,,,Non-Fatal,Substantial,Helicopter,N801DS,bell,407,No,1.0,Turbo Shaft,091,,Positioning,Volusia County Sheriff's Department,0.0,0.0,0.0,2.0,VMC,Unknown,A total loss of engine power due to the fatigue failure of a third stage turbine wheel blade.,25-09-2020,0.0
61342,20080204X00131,Accident,SEA08CA065,2008-01-08,"Riverside, CA",United States,335118N,1172543W,,,Non-Fatal,Substantial,Helicopter,N8280J,robinson,R-22,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's misjudged landing flare and improper use of the collective control.,25-09-2020,0.0
61343,20080210X00162,Accident,NYC08LA078,2008-01-08,"North Palm Bch, FL",United States,264954N,0080218W,,,Non-Fatal,Substantial,Helicopter,N179SH,robinson,R22 Beta,No,1.0,Reciprocating,091,,Instructional,Silver State Helicopters LLC,0.0,0.0,1.0,0.0,VMC,Unknown,A loss of engine power due to carburetor icing. Contributing to the accident was unsuitable terrain for a forced landing.,25-09-2020,1.0
61356,20080207X00153,Accident,SEA08CA059,2008-01-13,"La Verna, CA",United States,035529N,1174654W,POC,BRACKETT FIELD,Non-Fatal,Substantial,Helicopter,N49588,bell,206 B2,No,1.0,Turbo Shaft,091,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's improper preflight planning which resulted in a jammed cyclic control while maneuvering.,25-09-2020,0.0
61363,20080215X00202,Accident,NYC08CA083,2008-01-15,"Fenner, NY",United States,425952N,0754713W,SYR,Syracuse International Airport,Non-Fatal,Substantial,Helicopter,N122AA,robinson,R44 II,No,1.0,Reciprocating,091,,Business,Adkins Aviation,0.0,1.0,0.0,3.0,IMC,Unknown,The pilot's delayed decision to perform a precautionary landing.  Contributing to the accident was the reduced visibility in snow and the soft terrain.,25-09-2020,1.0
61379,20080128X00108,Accident,MIA08FA044,2008-01-22,"Ochopee, FL",United States,255141N,0805250W,KTNT,Dade-Collier T and T Airport,Fatal,Substantial,Helicopter,N18HB,robinson,R44,No,1.0,Reciprocating,091,,Personal,Donald S. Mills,2.0,0.0,0.0,0.0,VMC,Unknown,The pilot's failure to maintain aircraft control while maneuvering.  Contributing to the accident were a tailwind condition and the pilot's inadequate in-flight planning/decision.,25-09-2020,2.0
61387,20080201X00130,Accident,LAX08FA052,2008-01-26,"Los Angeles, CA",United States,335645N,1181647W,,,Fatal,Destroyed,Helicopter,N705JJ,robinson,R22 BETA,No,1.0,Reciprocating,091,,Personal,"JJ Helicopters, Inc.",1.0,0.0,0.0,0.0,VMC,Unknown,The pilot's failure to maintain an adequate obstacle clearance altitude from transmission wires during cruise flight. Contributing to the accident was the dark night conditions.,25-09-2020,1.0
61398,20080226X00236,Accident,LAX08CA054,2008-01-30,"Brawley, CA",United States,033210N,1153110W,BWC,BRAWLEY MUNI,Non-Fatal,Substantial,Helicopter,N902SF,bell,OH-58A,No,1.0,Turbo Shaft,137,,Aerial Application,FARM AVIATION INC,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain clearance from obstacles.  A factor in the accident was the dark night conditions.,25-09-2020,0.0
61415,20080226X00235,Accident,LAX08CA057,2008-02-03,"Bullhead City, AZ",United States,035926N,1143334W,IFP,LAUGHLIN/BULLHEAD INTERNATIONA,Non-Fatal,Substantial,Helicopter,N44NV,robinson,R44 II,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's misjudged landing flare, inadequate bounced landing recovery, and failure to maintain directional control during a bounced landing that resulted in the tail rotor blades colliding with a hangar. Contributing to the accident was the burned out landing lights.",25-09-2020,0.0
61424,20080222X00227,Accident,DFW08FA062,2008-02-06,"S. Padre Island, TX",United States,026820N,0971225W,,,Fatal,Substantial,Helicopter,N911VA,eurocopter,AS350B2,No,1.0,Turbo Shaft,091,,Positioning,"Metro Aviation, Inc.",3.0,0.0,0.0,0.0,VMC,Unknown,"The pilot's failure to maintain aircraft control resulting in the helicopter impacting the water.  Factors contributing to the accident were the pilot's inadvertent flight into instrument meteorological conditions, the low ceiling, dark night conditions, and the pilot's lack of recent instrument flying experience.",25-09-2020,3.0
61430,20080213X00181,Accident,SEA08FA071,2008-02-08,"Hilo, HI",United States,194241N,0155855W,PHTO,Hilo,Non-Fatal,Substantial,Helicopter,N698DM,mcdonnell,369E,No,1.0,Turbo Shaft,135,NSCH,,Tropical Helicopters,0.0,5.0,0.0,0.0,VMC,Unknown,A leak in the fuel filter pressure differential switch that resulted in a loss of engine power. Contributing to the accident was uneven terrain that hindered a successful emergency landing.,25-09-2020,5.0
61432,20080213X00185,Accident,DFW08TA066,2008-02-08,"Valentine, TX",United States,030359N,1042926W,,None,Non-Fatal,Substantial,Helicopter,N66372,hughes,OH-6,No,1.0,Turbo Shaft,091,,Public Aircraft - Federal,,0.0,1.0,0.0,0.0,VMC,Unknown,The contract mechanic's failure to properly secure the castellated nut that attached the governor lever control rod to the idler bell crank.  Contributing to the accident was the lack of maintenance oversight by the operator.,25-09-2020,1.0
61435,20080306X00275,Accident,DFW08CA064,2008-02-08,"Houston, TX",United States,030325N,0095336W,,,Non-Fatal,Substantial,Helicopter,N2364B,robinson,R22 Beta,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,2.0,VMC,Unknown,"The student pilot's improper use of the collective and the flight instructor's delayed remedial action, which resulted in a dynamic rollover.",25-09-2020,0.0
61456,20081003X17550,Accident,LAX08WA133,2008-02-12,"Foasi, PNG, Indonesia",Indonesia,,,,,Non-Fatal,Substantial,Helicopter,P2-IHI,bell,206L1,No,1.0,Turbo Shaft,NUSC,NSCH,,Islands Nationair,0.0,0.0,2.0,0.0,,Unknown,The cause will be determined by the Indonesian National Transportation Safety Committee.,03-11-2020,2.0
61511,20080430X00566,Accident,LAX08CA069,2008-02-29,"Las Vegas, NV",United States,361519N,1152651W,,,Non-Fatal,Substantial,Helicopter,N958CP,schweizer,269C,No,1.0,Reciprocating,091,,Instructional,Airwork LLC,0.0,1.0,0.0,1.0,VMC,Unknown,"The certificated flight instructor's delayed remedial action, and inadequate supervision while landing on a pinnacle.  Factors contributing to the accident were the lack of suitable terrain for a forced landing, and the student's failure to maintain rotor rpm.",25-09-2020,1.0
61528,20080314X00314,Accident,ANC08LA040,2008-03-04,"Nikolai, AK",United States,062180N,0153190W,,,Non-Fatal,Substantial,Helicopter,N404EH,bell,206L,No,1.0,Turbo Shaft,091,,Other Work Use,John Oney,0.0,2.0,0.0,0.0,VMC,Unknown,"The pilot's inadequate compensation for wind conditions, and an inadvertent  loss of tail rotor effectiveness while maneuvering. A factor contributing to the accident was wind gusts.",25-09-2020,2.0
61529,20080318X00322,Accident,MIA08CA072,2008-03-04,"Linden, NJ",United States,040371N,0741424W,LDJ,LINDEN,Non-Fatal,Substantial,Helicopter,N152TA,eurocopter,AS350B1,No,1.0,Turbo Shaft,091,,Flight Test,Liberty Helicopters,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's improper preflight preparation and his failure to maintain control of the helicopter.,25-09-2020,0.0
61530,20080418X00518,Accident,DFW08CA075,2008-03-04,"Meraux, LA",United States,295548N,0895559W,,,Non-Fatal,Substantial,Helicopter,N120KC,robinson,R-22,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's failure to ensure calculate weight and balance prior to flight.  A contributing factor was the prevailing gusty winds.,25-09-2020,0.0
61544,20080411X00454,Accident,DFW08CA079,2008-03-08,"Westport, OK",United States,361320N,0962040W,,,Non-Fatal,Substantial,Helicopter,N5251B,willey,Rotorway Exec 90,Yes,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,2.0,VMC,Unknown,An unsuccessful precautionary landing due to an electrical system malfunction.,25-09-2020,0.0
61549,20080414X00472,Accident,NYC08CA132,2008-03-09,"Cartersville, GA",United States,034723N,0845055W,VPC,Cartersville,Non-Fatal,Substantial,Helicopter,N831MS,rotorway,162F,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The owner/builder's improper installation of the foot pedal scissor beam, which resulted in its failure during hover flight.",25-09-2020,0.0
61550,20080409X00442,Accident,NYC08LA129,2008-03-09,"Belmont, WV",United States,039225N,0811738W,,,Non-Fatal,Substantial,Helicopter,N1078T,sikorsky,S-58HT,No,2.0,Turbo Shaft,133,,External Load,St. Louis Helicopters LLC,0.0,0.0,1.0,0.0,VMC,Unknown,The fatigue failure of a tail rotor blade during an external load lift.,25-09-2020,1.0
61556,20080403X00418,Accident,SEA08CA091,2008-03-11,"Oxnard, CA",United States,341249N,0119539W,,,Non-Fatal,Substantial,Helicopter,N7028J,bell,206B,No,1.0,Turbo Shaft,137,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain clearance with terrain during an aerial application.,25-09-2020,0.0
61561,20080321X00357,Accident,NYC08FA134,2008-03-13,"Wilmington, NC",United States,034729N,0775354W,,,Fatal,Substantial,Helicopter,N2215R,robinson,R22 Beta II,No,1.0,Reciprocating,091,,Personal,Maintenance Services LLC,1.0,0.0,0.0,0.0,VMC,Unknown,The pilot's failure to maintain proper rotor rpm after a partial loss of engine power.,25-09-2020,1.0
61570,20080425X00547,Accident,DFW08CA082,2008-03-15,"Horseshoe Bay, TX",United States,301933N,0981937W,4XS7,Horseshoe Bay,Non-Fatal,Substantial,Helicopter,N489TJ,robinson,R22 BETA,No,1.0,Reciprocating,091,,Instructional,Kent Leighton,0.0,1.0,0.0,1.0,VMC,Unknown,The certified flight instructor's delay in taking remedial action which resulted in an unsuccessful autorotation.,25-09-2020,1.0
61578,20080414X00475,Accident,NYC08CA140,2008-03-17,"Montgomery, NY",United States,413035N,0741552W,MGJ,Orange County Airport,Non-Fatal,Substantial,Helicopter,N3027Y,robinson,R44,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's loss of control during takeoff.,25-09-2020,0.0
61580,20080319X00335,Accident,DEN08LA066,2008-03-18,"Las Vegas, NM",United States,353915N,0105833W,LVS,Las Vegas Municipal,Non-Fatal,Substantial,Helicopter,N3055N,robinson,R22 BETA,No,1.0,Reciprocating,091,,Instructional,Premier Helicopters,0.0,0.0,0.0,2.0,VMC,Unknown,"An inadvertent settling with power, and the instructor's failure to maintain control of the helicopter, resulting in a hard landing. Contributing to the accident was the downdraft.",25-09-2020,0.0
61594,20080425X00553,Accident,CHI08CA097,2008-03-21,"Franklin Furnac, OH",United States,383539N,0824537W,DWU,Ashland Regional Airport,Non-Fatal,Substantial,Helicopter,N9333V,hughes,269A,No,1.0,Reciprocating,091,,Personal,Left Seat Pilot,0.0,0.0,0.0,2.0,VMC,Unknown,The fuel exhaustion during cruise flight and the unsuitable terrain encountered by the pilot-in-command. A contributing factor was the trees.,25-09-2020,0.0
61601,20080511X00647,Incident,NYC08IA145,2008-03-22,"New York, NY",United States,404527N,0074045W,JRA,West 30th St. Heliport,Non-Fatal,Minor,Helicopter,N406LH,aerospatiale,AS355F1,No,2.0,Turbo Shaft,135,NSCH,,Liberty Helicopters,0.0,0.0,0.0,5.0,VMC,Unknown,The pilot's inadequate visual lookout and subsequent failure to maintain clearance from the other helicopter due to his focus on the engine instruments during the initial departure. Contributing to the accident was insufficient helipad spacing.,25-09-2020,0.0
61609,20080410X00451,Accident,CHI08CA098,2008-03-26,"Waverly, OH",United States,039100N,0825541W,EOP,Pike County Airport,Non-Fatal,Substantial,Helicopter,N160KC,mcdonnell,600N,No,1.0,Turbo Shaft,091,,Executive/corporate,,0.0,2.0,0.0,0.0,VMC,Unknown,The pilot's improper flare.,25-09-2020,2.0
61643,20080415X00482,Accident,DEN08LA071,2008-04-04,"La Porte, TX",United States,294017N,0095425W,T41,La Porte Municipal,Non-Fatal,Substantial,Helicopter,N40289,hiller,UH-12E,No,1.0,Reciprocating,091,,Flight Test,Paul Legris,0.0,1.0,0.0,1.0,VMC,Unknown,"The loss of tail rotor effectiveness. Contributing factors were the sudden windshift to a tailwind, and the pilot initiating a hovering turn in ground effect.",25-09-2020,1.0
61648,20080407X00433,Accident,DFW08TA092,2008-04-05,"Topeka, KS",United States,003949N,0953715W,,,Non-Fatal,Substantial,Helicopter,N402PD,robinson,R44,No,1.0,Reciprocating,091,,Public Aircraft - Local,Topeka Police Department,0.0,0.0,0.0,3.0,VMC,Unknown,"A malfunctioning magneto, resulting in a high engine rpm and low rotor warning indications.  A contributing factor was the impact with a light pole, during the precautionary landing.",25-09-2020,0.0
61649,20080410X00447,Accident,SEA08LA104,2008-04-05,"Pahrump, NV",United States,361825N,1155920W,,,Non-Fatal,Substantial,Helicopter,N510JM,robinson,R44,No,1.0,Reciprocating,091,,Personal,Kiel Jacob Yost,0.0,0.0,0.0,3.0,VMC,Unknown,"The loss of the engine to transmission drive train continuity while on approach for undetermined reasons.  Contributing to the accident were lack of suitable terrain for a run-on landing, and cars on the race track.",25-09-2020,0.0
61654,20080515X00677,Accident,CHI08CA105,2008-04-06,"Batavia, OH",United States,003944N,0084123W,,,Non-Fatal,Substantial,Helicopter,N62GS,schultz,Mini 500,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,The failure of the helicopter's centrifugal clutch during hover which led to the pilot's inability to maintain control of the craft and its subsequent impact with the ground.,25-09-2020,0.0
61675,20080613X00860,Accident,CHI08LA104,2008-04-09,"LAKELAND, FL",United States,,,KLAL,Lakeland Linder Regional Airpo,Non-Fatal,Substantial,Helicopter,N6261N,vic,BABY BELLE,Yes,1.0,Reciprocating,091,,Air Race show,,0.0,0.0,0.0,1.0,VMC,Unknown,The failure of the tailrotor driveshaft hanger bearing and jamming of the tailrotor.,25-09-2020,0.0
61682,20080417X00508,Accident,LAX08LA097,2008-04-11,"Denio, NV",United States,004130N,0118200W,,,Non-Fatal,Substantial,Helicopter,N24SD,bell,47G-3B-1,No,1.0,Reciprocating,091,,Aerial Observation,"Helicopter Roundup Service, LLC",0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's inadvertent hard landing induced by a perceived loss of power and a main transmission anomaly while maneuvering at low altitude.,25-09-2020,0.0
