,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date,total_injuries
59300,20050909X01423,Accident,DFW05CA209,2005-08-09,"LYFORD, TX",United States,26.466667,-97.833333,,,Non-Fatal,Substantial,Airplane,N7794V,rockwell,S-2R,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,27-10-2005,0.0
59362,20050921X01501,Accident,DCA05MA095,2005-08-19,"AGANA, GU",United States,,,GUM,Guam-Antonio B. Won Pat,Non-Fatal,Substantial,Airplane,N627US,boeing,747-200,No,4.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,0.0,2.0,338.0,VMC,Landing,Probable Cause,30-12-2008,2.0
59420,20050926X01526,Accident,CHI05CA245,2005-08-28,"HECTOR, MN",United States,44.547222,-95.082223,,,Non-Fatal,Substantial,Airplane,N4550N,air,AT-502,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,20-12-2005,0.0
59428,20050913X01445,Accident,CHI05CA246,2005-08-29,"DAVENPORT, ND",United States,46.920556,-96.815833,,,Non-Fatal,Substantial,Airplane,N3024U,ayres,S2R-G10,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,20-12-2005,0.0
59436,20051025X01722,Accident,DFW05CA225,2005-08-31,"TAYLOR, TX",United States,30.571111,-97.443055,T74,Taylor Municipal Airport,Non-Fatal,Substantial,Airplane,N4010M,ayres,S2R-T15,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-01-2006,0.0
59457,20051006X01591,Accident,DEN05CA134,2005-09-03,"ALBUQUERQUE, NM",United States,35.040277,-106.609167,ABQ,Albuquerque International Sunp,Non-Fatal,Substantial,Airplane,N505EA,eclipse,HXB,No,2.0,Turbo Fan,Part 91: General Aviation,,Other Work Use,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,20-12-2005,0.0
59503,20051011X01614,Accident,DFW05CA233,2005-09-10,"NEW BRAUNFELS, TX",United States,29.704444,-98.042222,,,Non-Fatal,Substantial,Airplane,N349MC,israel,1124,No,2.0,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,,0.0,0.0,0.0,10.0,VMC,Landing,Probable Cause,31-01-2006,0.0
59530,20051130X01913,Accident,DFW05CA236,2005-09-14,"EPPS, LA",United States,32.833333,-91.883333,,,Non-Fatal,Substantial,Airplane,N6667Q,grumman,G-164B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,28-02-2006,1.0
59584,20050927X01540,Incident,LAX05IA312,2005-09-21,"Los Angeles, CA",United States,33.9425,-118.408056,KLAX,Los Angeles International,Incident,Minor,Airplane,N536JB,airbus,A320,No,2.0,Turbo Jet,Part 121: Air Carrier,SCHD,,"Jet Blue Airways, Inc.",0.0,0.0,0.0,146.0,VMC,Takeoff,Probable Cause,25-11-2008,0.0
59590,20051130X01912,Accident,DFW05CA248,2005-09-22,"EL RENO, OK",United States,35.469723,-98.003611,KRQO,El Reno Regional Airport,Non-Fatal,Substantial,Airplane,N7WS,piper,PA-46T,No,1.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Descent,Probable Cause,28-02-2006,0.0
59735,20051130X01907,Accident,DFW06CA017,2005-10-19,"HOUSTON, TX",United States,29.645277,-95.278889,HOU,WILLIAM P HOBBY,Non-Fatal,Substantial,Airplane,N564BR,hawker,125-700,No,2.0,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,Kaleidoscope Charter Services Corp.,0.0,0.0,0.0,10.0,VMC,Approach,Probable Cause,28-02-2006,0.0
59756,20051123X01878,Accident,DFW06LA024,2005-10-22,"San Antonio, TX",United States,29.533611,-98.469723,SAT,San Antonio International,Non-Fatal,Unknown,Airplane,N679MG,boeing,727-225,No,3.0,Turbo Fan,Part 91: General Aviation,,Positioning,,0.0,1.0,0.0,4.0,VMC,Taxi,Probable Cause,25-04-2014,1.0
59764,20051128X01899,Accident,LAX06CA028,2005-10-26,"SACRAMENTO, CA",United States,38.6675,-121.400556,MCC,Mc Clellan Airfield,Non-Fatal,Substantial,Airplane,N888DV,learjet,25D,No,2.0,Turbo Jet,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-02-2006,0.0
59833,20051124X01887,Accident,NYC06FA027,2005-11-08,"Manchester, NH",United States,42.948333,-71.44,MHT,Manchester,Non-Fatal,Destroyed,Airplane,N7801Q,embraer,110P1,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,,0.0,1.0,0.0,0.0,VMC,Climb,Probable Cause,01-10-2009,1.0
59843,20051206X01944,Accident,DFW06CA031,2005-11-10,"OSCEOLA, AR",United States,34.738889,-92.289444,,,Non-Fatal,Substantial,Airplane,N5075P,air,AT-502B,No,1.0,Turbo Prop,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,28-02-2006,0.0
59857,20051228X02020,Accident,NYC06CA030,2005-11-15,"SOUTHAMPTON, NY",United States,40.933333,-72.5,,,Non-Fatal,Substantial,Airplane,N117SA,cessna,208,No,1.0,Turbo Prop,Part 91: General Aviation,,Instructional,,0.0,0.0,1.0,2.0,VMC,Landing,Probable Cause,28-03-2006,1.0
59918,20090528X34729,Incident,ENG06RA004,2005-12-01,"Kagoshima, Japan",Japan,,,RJFK,Kagoshima Airport,Incident,Minor,Airplane,,boeing,767-300B,No,2.0,Turbo Fan,"Non-U.S., Commercial",SCHD,,,0.0,0.0,0.0,0.0,,Unknown,Foreign,29-06-2009,0.0
59956,20060111X00056,Accident,ANC06CA011,2005-12-13,"NEWTOK, AK",United States,60.939166,-164.641389,,,Non-Fatal,Substantial,Airplane,N454SF,cessna,208B,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,,,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,28-03-2006,0.0
59980,20060113X00067,Accident,ANC06CA012,2005-12-19,"BREVIG MISSION, AK",United States,65.316667,-166.45,KTS,Brevig Mission,Non-Fatal,Substantial,Airplane,N303GV,cessna,208,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,,"Hageland Aviation Services, Inc.",0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,28-03-2006,0.0
60023,20060120X00108,Accident,LAX06CA070,2005-12-27,"LANCASTER, CA",United States,34.741111,-118.218611,WJF,General Wm. J. Fox Airfield,Non-Fatal,Substantial,Airplane,N198X,socata,TBM 700,No,1.0,Turbo Prop,Part 91: General Aviation,,Instructional,,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,25-04-2006,2.0
60041,20060206X00169,Accident,NYC06CA063,2005-12-30,"Baltimore, MD",United States,30.166667,-76.683333,,,Non-Fatal,Unknown,Airplane,N885RR,gulfstream,G-200,No,2.0,Turbo Fan,Part 91: General Aviation,,Executive/corporate,,0.0,1.0,0.0,3.0,VMC,Taxi,Probable Cause,25-04-2006,1.0
60058,20060109X00033,Incident,LAX06IA076,2006-01-02,"Santa Maria, CA",United States,35.0525,-120.121667,SBP,San Luis County Regional,Incident,Unknown,Airplane,N390AE,saab-scania,SF340B+,No,2.0,Turbo Prop,Part 121: Air Carrier,SCHD,,"American Eagle Airlines, Inc.",0.0,0.0,0.0,28.0,IMC,Climb,Probable Cause,30-04-2009,0.0
60119,20060131X00133,Accident,MIA06CA046,2006-01-20,"TAMPA, FL",United States,28,-82.383333,,,Non-Fatal,Substantial,Airplane,N122SR,piper,PA-46/Jetprop,No,1.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-04-2006,0.0
60134,20060202X00149,Accident,SEA06MA047,2006-01-24,"Carlsbad, CA",United States,33.126945,-117.288889,KCRQ,McClellan-Palomar Airport,Fatal(4),Destroyed,Airplane,N86CE,cessna,560,No,2.0,Turbo Fan,Part 91: General Aviation,,Executive/corporate,,4.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,24-09-2014,4.0
60178,20060309X00280,Accident,CHI06CA079,2006-02-04,"CANTON, OH",United States,40.916111,-81.448055,CAK,Akron-Canton,Non-Fatal,Substantial,Airplane,N755PG,socata,TBM 700,No,1.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,28-06-2006,0.0
60181,20081003X63354,Accident,ENG06RA013,2006-02-05,"STRAHAN, TASMANIA, AUSTRALIA",Australia,,,,,Unavailable,Substantial,Airplane,,cessna,208 Caravan,No,1.0,Turbo Prop,"Non-U.S., Commercial",NSCH,,,0.0,0.0,0.0,0.0,,Unknown,Foreign,16-04-2010,0.0
60349,20060330X00368,Incident,DEN06IA051,2006-03-21,"Denver, CO",United States,39.861389,-104.673056,DEN,DENVER INTL,Incident,Minor,Airplane,N574AA,mcdonnell,DC-9-82,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,American Airlines Inc,0.0,0.0,0.0,138.0,VMC,Landing,Probable Cause,27-10-2015,0.0
60409,20060504X00511,Accident,DCA06FA033,2006-04-04,"MEMPHIS, TN",United States,,,KMEM,Memphis International Airport,Non-Fatal,Substantial,Airplane,N386FE,mcdonnell,DC10,No,3.0,Turbo Fan,Part 121: Air Carrier,NSCH,,Fedex Express,0.0,0.0,0.0,3.0,VMC,Climb,Probable Cause,27-04-2011,0.0
60451,20060510X00537,Accident,DEN06CA060,2006-04-11,"ULYSSES, KS",United States,37.603889,-101.373334,,,Non-Fatal,Substantial,Airplane,N50669,air,AT-602,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,31-07-2006,1.0
60454,20060511X00555,Accident,LAX06CA142,2006-04-12,"STANFIELD, AZ",United States,32.878889,-111.957778,NONE,Custom Farm Service,Non-Fatal,Substantial,Airplane,N1539X,air,502A,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,29-08-2006,0.0
60539,20060509X00531,Accident,CHI06MA121,2006-04-25,"NOGALES, AZ",United States,31.566667,-110.941111,,,Non-Fatal,Substantial,Airplane,None,general,PREDATOR B,No,1.0,Turbo Prop,Public Use,,Aerial Observation,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,01-07-2014,0.0
60558,20060516X00583,Accident,DFW06CA113,2006-04-28,"De Witt, AR",United States,34.257222,-91.305833,,,Non-Fatal,Destroyed,Airplane,N48717,grumman-schweizer,G-164B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,31-07-2006,1.0
60583,20081219X65319,Accident,ENG07WA003,2006-05-03,"Sochi, Russia",Russia,,,URSS,"Sochi, Russia",Fatal(113),Destroyed,Airplane,,airbus,A320,No,2.0,Turbo Fan,"Non-U.S., Commercial",SCHD,,,113.0,0.0,0.0,0.0,IMC,Unknown,Foreign,,113.0
60650,20060623X00808,Accident,ATL06CA080,2006-05-16,"MURFREESBORO, TN",United States,35.880556,-86.380556,KMBT,Murphreesboro Municipal,Non-Fatal,Substantial,Airplane,N545TG,cessna,525,No,2.0,Turbo Fan,Part 91: General Aviation,,Business,,0.0,0.0,0.0,7.0,VMC,Landing,Probable Cause,03-10-2006,0.0
60659,20060601X00665,Accident,DFW06LA130B,2006-05-18,"DEWITT, AR",United States,34.219167,-91.313889,,,Fatal(1),Substantial,Airplane,N4121G,ayres,S2R,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,1.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,02-07-2009,2.0
60660,20060601X00665,Accident,DFW06LA130A,2006-05-18,"DEWITT, AR",United States,34.219167,-91.313889,,,Fatal(1),Substantial,Airplane,N6629,grumman,G-164A,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,1.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,02-07-2009,2.0
60664,20060622X00803,Accident,ANC06CA055,2006-05-18,"PERRY, FL",United States,30.003333,-83.493333,40J,Perry-Foley,Non-Fatal,Substantial,Airplane,N5596X,rockwell,S-2R,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,03-10-2006,0.0
60674,20060626X00817,Accident,DFW06CA137,2006-05-19,"Winchester, AR",United States,33.757222,-91.541111,,Private Strip,Non-Fatal,Destroyed,Airplane,N283TA,ayres,S2R-T34,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,03-10-2006,0.0
60700,20060622X00793,Accident,NYC06CA118,2006-05-24,"MILLBROOK, NY",United States,41.704444,-73.736111,,,Non-Fatal,Substantial,Airplane,N289AE,espinal,Velocity Jet 900,Yes,1.0,Turbo Jet,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,03-10-2006,1.0
60730,20120502X05030,Incident,ENG06WA041,2006-05-28,"Dubai, United Arab Emirates, United Arab Emirates",United Arab Emirates,,,DBX,Dubai International Airport,Incident,Minor,Airplane,,airbus,A330,,2.0,Turbo Fan,"Non-U.S., Commercial",SCHD,,,0.0,0.0,0.0,221.0,,Unknown,Foreign,08-05-2012,0.0
60737,20060627X00833,Accident,DFW06CA146,2006-05-29,"TUCKERMAN, AR",United States,35.806389,-91.153333,,,Non-Fatal,Substantial,Airplane,N175LA,air,AT-802,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Climb,Probable Cause,03-10-2006,0.0
60768,20060711X00920,Accident,SEA06CA117,2006-06-02,"GRAND VIEW, ID",United States,42.98,-116.096666,,,Non-Fatal,Substantial,Airplane,N5047X,ayres,S-2R,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-10-2006,0.0
60798,20060627X00835,Accident,DFW06CA155,2006-06-06,"MINTURN, AR",United States,35.951944,-91.049166,,Farm Air Flying Service,Non-Fatal,Substantial,Airplane,N9195G,air,AT-502,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,03-10-2006,0.0
60860,20060711X00921,Accident,SEA06CA123,2006-06-17,"MURTAUGH, ID",United States,42.493055,-114.23,NONE,Private,Non-Fatal,Substantial,Airplane,N3632T,schweizer,G-164B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-10-2006,0.0
60915,20060630X00859,Accident,MIA06FA120,2006-06-25,"Fort Pierce, FL",United States,27.473611,-80.336666,FPR,St. Lucie County International,Fatal(1),Destroyed,Airplane,N316PR,mitsubishi,MU-2B-60,No,2.0,Turbo Prop,Part 91: General Aviation,,Ferry,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,22-12-2009,1.0
61027,20061003X01443,Accident,DFW06CA182,2006-07-12,"MARVELL, AR",United States,34.566389,-90.912778,NONE,,Non-Fatal,Substantial,Airplane,N90614,air,AT-502B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,28-12-2006,0.0
61046,20060725X01013,Accident,LAX06FA238,2006-07-15,"VAN NUYS, CA",United States,34.209722,-118.49,VNY,Van Nuys Airport,Non-Fatal,Substantial,Airplane,N554CL,learjet,55,No,2.0,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,Clay Lacy Aviation,0.0,0.0,0.0,5.0,VMC,Approach,Probable Cause,22-06-2009,0.0
61145,20060808X01115,Accident,DCA06FA058,2006-07-28,"MEMPHIS, TN",United States,,,KMEM,Memphis International,Non-Fatal,Substantial,Airplane,N391FE,boeing,MD-10-10F,No,3.0,Turbo Fan,Part 121: Air Carrier,NSCH,,Federal Express Corp,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,10-07-2009,0.0
61151,20060803X01086,Accident,CHI06FA210,2006-07-29,"SULLIVAN, MO",United States,38.233889,-91.173611,UUV,SULLIVAN REGIONAL,Fatal(6),Substantial,Airplane,N203E,de,DHC-6-100,No,2.0,Turbo Prop,Part 91: General Aviation,,Skydiving,,6.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,29-01-2009,8.0
61152,20060809X01120,Accident,ATL06CA113,2006-07-29,"RICEBORO, GA",United States,31.735277,-81.440277,,,Non-Fatal,Substantial,Airplane,N415GA,cessna,208,No,1.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,6.0,VMC,Takeoff,Probable Cause,31-10-2006,0.0
61164,20060831X01269,Accident,CHI06CA221,2006-07-31,"SPRINGFIELD, MN",United States,44.214444,-94.999166,,,Non-Fatal,Substantial,Airplane,N23720,air,AT-400,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,29-11-2006,0.0
61174,20090617X33156,Incident,ENG06WA030,2006-08-02,"Shenzhen, China, China",China,,,SZX,Shenzhen Baoan Airport,Incident,Unknown,Airplane,,airbus,A320,No,2.0,Turbo Fan,"Non-U.S., Commercial",SCHD,,,0.0,0.0,0.0,0.0,,Unknown,Foreign,20-10-2009,0.0
61193,20060822X01221,Accident,NYC06MA192,2006-08-04,"Pownal, VT",United States,42.805,-73.157222,DDH,William H Morse,Fatal(1),Destroyed,Airplane,N59BA,embraer,110P1,No,2.0,Turbo Prop,Part 91: General Aviation,,Positioning,,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,28-12-2008,1.0
61242,20060907X01311,Accident,NYC06CA201,2006-08-13,"PAWTUCKET, RI",United States,41.920834,-71.491389,SFC,North Central State Airport,Non-Fatal,Substantial,Airplane,N75AP,beech,B100,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,29-11-2006,0.0
61296,20061006X01479,Accident,LAX06CA285,2006-08-22,"LODI, CA",United States,38.204167,-121.27,1O3,Lodi Linds,Non-Fatal,Substantial,Airplane,N205TC,beech,99,No,2.0,Turbo Prop,Part 91: General Aviation,,Skydiving,,0.0,1.0,0.0,13.0,VMC,Maneuvering,Probable Cause,28-12-2006,1.0
61304,20060928X01419,Accident,CHI06CA254,2006-08-23,"ALLIANCE, NE",United States,42.053333,-102.803889,AIA,ALLIANCE MUNI,Non-Fatal,Substantial,Airplane,N73006,air,AT-400A,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,28-12-2006,0.0
61329,20060906X01297,Accident,LAX06FA277A,2006-08-28,"SMITH, NV",United States,38.844722,-119.497222,,,Non-Fatal,Substantial,Airplane,N879QS,raytheon,Hawker 800XP,No,2.0,Turbo Fan,Part 91 Subpart K: Fractional,,,,0.0,0.0,3.0,3.0,VMC,Descent,Probable Cause,21-05-2013,3.0
61344,20060906X01291,Accident,DEN06MA119,2006-09-01,"Argyle, FL",United States,30.685555,-86.033611,,,Fatal(1),Destroyed,Airplane,N6569L,mitsubishi,MU-2B-35,No,2.0,Turbo Prop,Part 91: General Aviation,,Positioning,,1.0,0.0,0.0,0.0,IMC,Descent,Probable Cause,27-10-2015,1.0
61370,20061031X01578,Accident,DFW06CA206,2006-09-05,"HONDO, TX",United States,29.359444,-99.176667,HDO,HONDO MUNI,Non-Fatal,Substantial,Airplane,N944C,beech,B200,No,2.0,Turbo Prop,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,31-01-2007,0.0
61383,20061015X01521,Accident,NYC06LA222B,2006-09-08,"NEW YORK, NY",United States,40.777223,-73.8725,LGA,La Guardia Airport,Non-Fatal,Substantial,Airplane,N864RW,embraer,EMB-170,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,0.0,0.0,179.0,VMC,Taxi,Probable Cause,11-01-2016,0.0
61384,20061015X01521,Accident,NYC06LA222A,2006-09-08,"New York, NY",United States,40.777223,-73.8725,LGA,La Guardia Airport,Non-Fatal,Minor,Airplane,C-GJTA,airbus,A319-112,No,2.0,Turbo Fan,Part 129: Foreign,SCHD,,Air Canada,0.0,0.0,0.0,179.0,VMC,Taxi,Probable Cause,11-01-2016,0.0
61409,20061005X01460,Accident,DEN06CA127,2006-09-13,"COLO. SPRINGS, CO",United States,38.816111,-104.700833,COS,Colorado Springs Municipal,Non-Fatal,Substantial,Airplane,N71DH,piper,PA-46T-350P,No,1.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-12-2006,0.0
61556,20061221X01829,Accident,ATL07CA011,2006-10-13,"LINDEN, AL",United States,32.326389,-88.751111,PVT,Stother Landing Strip,Non-Fatal,Substantial,Airplane,N8504T,air,AT-802A,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,26-02-2007,0.0
61575,20061026X01561,Accident,LAX07FA012,2006-10-18,"Prescott, AZ",United States,34.880278,-112.253333,,,Fatal(5),Destroyed,Airplane,N121CS,piper,PA-42,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,5.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,07-08-2009,5.0
61640,20061114X01639,Accident,MIA07FA005,2006-11-01,"FORT LAUDERDALE, FL",United States,26.076945,-80.152222,KFLL,Fort Lauderdale/Hollywood Intl,Non-Fatal,Substantial,Airplane,N232TN,british,HS 125-700A,No,2.0,Turbo Fan,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,12.0,VMC,Landing,Probable Cause,20-11-2008,0.0
61671,20070426X00458,Accident,CHI07FA020A,2006-11-07,"Chicago, IL",United States,41.978611,-87.904722,ORD,O'Hare International,Non-Fatal,Minor,Airplane,N428UA,airbus,A-320-200,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,United Airlines Inc (dba: United Airlines),0.0,0.0,0.0,216.0,IMC,Taxi,Probable Cause,15-02-2018,0.0
61676,20061207X01751,Accident,ATL07CA018,2006-11-09,"PINE HILL, AL",United States,31.966945,-87.583056,,,Non-Fatal,Substantial,Airplane,N962QC,grumman,G-164B,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,26-02-2007,0.0
61779,20061221X01834,Accident,CHI07CA033,2006-12-05,"MENOMINEE, MI",United States,45.126389,-87.638333,MNM,Menominee-Marinette Twin,Non-Fatal,Substantial,Airplane,N425JP,cessna,C-425,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,26-02-2007,0.0
61798,20070223X00221,Accident,CHI07CA075,2006-12-10,"WAUKEGAN, IL",United States,42.422223,-87.867778,UGN,WAUKEGAN REGIONAL,Non-Fatal,Substantial,Airplane,N523FX,"bombardier,",BD-100-1A10,No,2.0,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,"Jet Solutions, Llc",0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,29-11-2007,0.0
61811,20090616X35505,Incident,CEN09WA360,2006-12-12,"Lelystad, Netherlands",Netherlands,52.46,5.526667,EHLE,Lelystad Airport,Incident,Unknown,Airplane,N840PN,gulfstream,690C,No,2.0,Turbo Prop,"Non-U.S., Commercial",NSCH,,,0.0,0.0,0.0,5.0,VMC,Unknown,Foreign,23-06-2009,0.0
61829,20090617X33018,Incident,ENG06WA040,2006-12-16,"Mount Isa Queensland, Australia, Australia",Australia,,,,,Incident,Unknown,Airplane,,saab,340,No,2.0,Turbo Shaft,"Non-U.S., Commercial",SCHD,,,0.0,0.0,0.0,0.0,,Unknown,Foreign,20-10-2009,0.0
61849,20070118X00070,Accident,CHI07CA049,2006-12-22,"MOSINEE, WI",United States,44.7775,-89.666667,,,Non-Fatal,Substantial,Airplane,N799CZ,beech,99,No,2.0,Turbo Prop,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,IMC,Landing,Probable Cause,26-03-2007,0.0
61861,20070111X00042,Accident,LAX07LA064B,2006-12-26,"SAN DIEGO, CA",United States,32.733611,-117.189722,KSAN,San Diego,Non-Fatal,Substantial,Airplane,N673AA,boeing,737-3A4,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,0.0,0.0,208.0,VMC,Taxi,Probable Cause,15-02-2018,0.0
61867,20061227X01849,Incident,MIA07IA031,2006-12-26,"Miami, FL",United States,25.793333,-80.290555,KMIA,Miami International,Incident,Unknown,Airplane,G-BNLM,boeing,747-436,No,4.0,Turbo Fan,Part 129: Foreign,SCHD,,,0.0,0.0,0.0,368.0,VMC,Taxi,Probable Cause,03-03-2009,0.0
61868,20070111X00042,Accident,LAX07LA064A,2006-12-26,"San Diego, CA",United States,32.733611,-117.189722,KSAN,San Diego,Non-Fatal,Minor,Airplane,N207WN,boeing,737-7H4,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,0.0,0.0,208.0,VMC,Taxi,Probable Cause,15-02-2018,0.0
61921,20081219X65333,Incident,ENG07WA028,2007-01-07,"JFK, NY",United States,,,JFK,John F. Kennedy International,Incident,Minor,Airplane,,mcdonnell,MD11,No,3.0,Turbo Fan,Part 129: Foreign,SCHD,,,0.0,0.0,0.0,253.0,,Unknown,Foreign,14-07-2009,0.0
61928,20070221X00205,Accident,CHI07CA058,2007-01-10,"COLUMBUS, OH",United States,39.813611,-82.927778,LCK,Rickenbacker International,Non-Fatal,Substantial,Airplane,N40AN,learjet,35A,No,2.0,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,26-03-2007,0.0
61937,20081003X63350,Incident,ENG07IA009,2007-01-12,"Chicago, IL",United States,,,MDW,Chicago Midway Airport,Incident,Minor,Airplane,N950MA,mitsubishi,MU-2B-36,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,Flight Line Inc. (dba: American Check Transport),0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,12-03-2012,0.0
61961,20081219X65325,Incident,ENG07RA012,2007-01-20,"Gatwick, United Kingdom",United Kingdom,,,LGW,Gatwick International Airport,Incident,Minor,Airplane,,dassault,FALCON900,No,3.0,Turbo Fan,"Non-U.S., Commercial",NSCH,,,0.0,0.0,0.0,2.0,,Unknown,Foreign,14-07-2009,0.0
61999,20070314X00292,Accident,ANC07CA017,2007-01-31,"VERO BEACH, FL",United States,27.42,-80.636111,,,Non-Fatal,Substantial,Airplane,N760C,piper,PA-46-500TP,No,1.0,Turbo Prop,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,3.0,VMC,Maneuvering,Probable Cause,29-05-2007,0.0
